	#	-	_	a	b	c	c͡ç	d	d̪	d͡z	d͡ʑ	d͡ʒ	e	f	h	i	j	k	l	l̪	m	n	n̪	o	p	p͡f	q	q͡χ	r	s	s̪	t	t̪	t͡s	t͡ɕ	t͡ɬ	t͡ʃ	u	v	w	x	y	z	æ	ç	ð	ø	ħ	ŋ	œ	ɐ	ɑ	ɒ	ɔ	ɕ	ɖ	ɖ͡ʐ	ɘ	ə	ɛ	ɜ	ɟ	ɟ͡ʝ	ɡ	ɢ	ɣ	ɤ	ɥ	ɦ	ɨ	ɪ	ɫ	ɬ	ɭ	ɮ	ɯ	ɱ	ɲ	ɳ	ɴ	ɵ	ɸ	ɹ	ɺ	ɻ	ɽ	ɾ	ʀ	ʁ	ʂ	ʃ	ʈ	ʈ͡ʂ	ʉ	ʊ	ʋ	ʌ	ʍ	ʎ	ʏ	ʐ	ʑ	ʒ	ʔ	ʕ	ʜ	ʝ	ʡ	ʰ	ʲ	ʷ	ʼ	ˀ	ˠ	ˤ	̃	̥	̪	̯	β	θ	χ
y	0.0	0.003121143587010281	0.004624010172822378	4.711513997908091E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013163957085499903	0.0	6.087538808059902E-4	0.006017726502927197	0.0013013039065143278	0.0020176035913343914	0.002013007122948282	0.0	0.0038235800179708245	0.0015464424793690515	0.0	0.015932174457310305	0.0	0.0	0.0	0.0	1.1245431543435483E-4	0.0	0.0	0.0	0.0	0.0	0.0023196474135931343	0.0	0.0	0.009715977133560788	7.649061077752706E-4	9.000090000900005E-4	0.0	0.7930531618719342	0.0012398487384539085	0.0	0.0	0.0011887779362815018	0.0382457929627741	0.0	0.0025619128949615714	0.09871931696905017	0.0	1.4678468155063349E-4	0.0	2.4055230809939606E-4	0.0	0.0	0.0	0.057096247960848286	0.0021729682746631906	0.003883327580255435	0.0	0.0	0.0	8.183529283395628E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.011577600389982328	0.006393861892583119	0.006317119393556537	0.0	0.0	0.07271074755737332	0.0	0.0	0.0	0.0	0.08344923504867871	0.0	0.0	0.0	0.0	0.0	0.001738676866904286	0.0	0.0	0.0	0.0	0.0	0.0	0.5770982433311647	0.03192459714198844	0.0	0.0032441200324412013	0.0	0.004299226139294928	0.747355320472931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038027633413613877	0.0	0.0	0.0	0.0	0.0	0.0	0.00396275014860313	0.0	0.0	0.001194172438500119
z	0.0	0.004705724177338578	0.012716027975261541	0.0	5.811081732864572E-4	0.002447381302006853	0.0	0.001026778380154428	0.0034904013961605585	0.5512953367875646	0.01406469760900141	0.01941747572815534	0.0	0.0	6.087538808059902E-4	8.596752147038853E-5	0.002862868594331521	0.0060528107740031745	0.007432641684732119	0.05633802816901409	0.007647160035941649	0.007591626716902618	0.01021102791014295	0.003983043614327576	0.001974372643092659	0.0	0.0	0.0	5.622715771717742E-4	0.011815023984498688	0.0	0.0	0.0	0.005894488653109343	0.004639294827186269	0.013106159895150724	0.002056484782012613	2.2595295659443693E-4	0.0015298122155505411	0.0	0.0	0.0	0.8809745211084248	0.0	0.0	0.0641940085592011	0.0	0.0	0.009393680614859096	0.0	6.418485237483954E-4	0.0	0.0	9.622092323975843E-4	0.004266211604095563	0.0	0.0	0.0	1.9754257042392642E-4	0.0021574042112530198	0.0	0.00979431929480901	0.0	2.7278430944652096E-4	0.0	0.0015850372483753364	0.0	0.0	0.006097560975609755	0.0	0.0012186947778928766	0.0021312872975277064	0.009475679090334805	0.01874414245548266	0.018115942028985508	0.01817768688934333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017006802721088444	0.0	0.013909414935234288	0.0	0.0010350895352447989	0.0035236081747709643	8.427084650065313E-4	0.0	0.0	0.0	0.002280328367284889	0.010201479214486097	0.0048661800486618015	0.0	0.008598452278589856	0.0	0.021953896816684977	0.4748427672955974	0.06389776357827472	0.0	0.0	0.309278350515464	0.0	0.0	0.0	0.0	0.0	0.005070351121815183	0.0	0.0	0.0	0.0	0.0	0.0	0.00396275014860313	0.0	0.043215211754537596	0.001194172438500119
æ	0.0	0.010803958570420205	0.006936015259233567	0.003250944658556583	2.905540866432286E-4	0.002447381302006853	0.0672268907563025	0.0	0.0034904013961605585	0.0	0.0	0.0	0.0063186994010399535	0.0020323137892490606	0.012783831496925795	0.015216251300258771	0.0020820862504229245	0.0020176035913343914	0.0021678538247135344	0.0	0.006882444032347484	0.001405856799426411	0.0	0.007397080998036928	0.0	0.0	0.0	0.0	0.0	2.3630047968997375E-4	0.0	0.0	0.003894839337877312	0.0	0.013917884481558805	0.0	0.0	2.2595295659443693E-4	0.0015298122155505411	0.0	0.003744383424862706	0.039771974015643655	0.00433947058458868	0.8300477277443453	0.010869565217391302	0.0	0.03059663437021928	0.011500862564692347	0.005123825789923143	0.0026680896478121665	0.0025673940949935818	0.017173807741424116	0.015719151165837046	7.216569242981881E-4	0.0	0.004627487274409997	0.0	0.08972267536704731	0.029433842993165035	0.0977304107697618	0.0	0.00979431929480901	0.0	2.7278430944652096E-4	0.0	0.0	0.0	0.0	0.0	0.017389624190899428	0.012796295167875204	0.004262574595055413	0.006317119393556537	0.0	0.0	0.01590547602817541	0.0	0.0	0.0	0.0	0.01390820584144645	0.0	0.0	0.29861111111111105	0.0	0.0	0.003477353733808572	0.0	0.0	0.0	0.0	0.0	0.0	0.013012361743656473	0.006840985101854667	0.0	0.0064882400648824026	0.0	0.01289767841788478	0.5731176104542626	0.0	0.0	0.0	0.0	0.0	0.0	0.019157088122605363	0.0	0.0	7.669888019634914E-4	0.0035599857600569613	0.0038027633413613877	0.0	0.0	0.0	0.0	0.035656401944894646	0.0	0.0	0.0	0.0	0.008359207069500834
ç	0.0	7.922902951641483E-4	5.780012716027973E-4	0.0	0.0	0.0	0.30252100840336127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005478784927253911	2.579025644111656E-4	2.6026078130286556E-4	0.004035207182668783	3.096934035305049E-4	0.0	9.558950044927061E-4	1.4058567994264107E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023196474135931343	0.0	0.0	0.0	0.0	0.0	0.014353469795307041	0.0	0.0	0.0	0.8391304347826087	0.0	0.0	0.0	8.539709649871906E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.926277112717792E-4	4.31480842250604E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001828042166839315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004344048653344918	0.0	0.0	0.0	0.0	0.0	0.0	0.004299226139294928	0.006222775357809582	0.0	0.0	0.0	0.0	0.0	0.0	0.019157088122605363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ð	0.0	0.00415352185040599	0.0011560025432055946	0.0012249936394561037	0.0026149867797890577	0.004894762604013706	0.0	0.09056185312962056	0.059336823734729496	0.0	0.02812939521800282	0.012135922330097087	0.012769038372934905	0.0	0.24660619711450663	0.0014614478649966048	0.0036436509382401176	0.00239590426470959	0.003871167544131312	0.0	0.004588296021564989	0.005482841517763001	0.00340367597004765	0.0028450311530911257	0.0013820608501648613	0.0	0.004119181655911023	0.009699321047526672	0.00303626651672758	0.005198610553179423	0.05952380952380952	0.02057373549163462	0.07205452775073026	0.00785931820414579	0.006958942240779403	0.013106159895150724	0.00274197970935015	0.0021465530876471507	0.002677171377213447	0.007200072000720004	0.0056165751372940585	0.006628662335940608	0.039055235261298116	0.009338036937123885	0.0	0.9410366143604375	0.010198878123406427	0.0	0.005123825789923143	0.008004268943436501	0.0019255455712451866	0.009687788982341808	0.009169504846738277	0.002405523080993961	0.0	0.023137436372049985	0.0	0.0	0.0027655959859349695	0.006472212633759059	0.0	0.00979431929480901	0.0	0.005455686188930419	0.0	0.003170074496750673	0.0	0.0	0.006097560975609755	0.012076127910346825	0.0048747791115715065	0.0021312872975277064	0.0031585596967782683	0.00937207122774133	0.0	0.0045444217223358325	0.0	0.0030897574540398602	0.0	0.0	0.0	0.0	0.0	0.0	0.03401360544217689	0.025252525252525252	0.005216030600712857	0.00405844155844156	0.007245626746713591	0.0	0.009269793115071843	0.004344048653344918	0.0	0.0	0.0030404378230465185	0.0	0.0032441200324412013	0.0	0.021496130696474637	0.0	0.0	0.0	0.00798722044728434	0.010349288486416563	0.010080645161290326	0.0	0.0	0.0	0.0	0.0017896405379148133	0.024919900320398727	0.0012675877804537957	0.0034199726402188786	0.001887148518588413	0.0	0.006923289947382997	0.003241491085899514	0.0	0.005944125222904695	0.0	0.06914433880726015	0.001194172438500119
ø	0.0	0.0010323782633957085	0.0017340038148083918	4.711513997908091E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63279141709998E-4	0.0	0.0024350155232239607	0.002063220515289325	0.0033833901569372523	0.0010088017956671957	0.0012387736141220196	0.0	5.735370026956236E-4	8.435140796558463E-4	0.0	0.017354690033855865	1.974372643092659E-4	0.0	0.0	0.0	2.2490863086870966E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.013106159895150724	0.0	2.2595295659443693E-4	3.824530538876353E-4	0.0	0.001248127808287569	0.33819435237968987	6.199243692269542E-4	0.0	0.0	0.0011887779362815018	0.84931157572667	0.0	0.005123825789923143	0.22278548559231592	0.0	1.4678468155063349E-4	0.0	0.0012027615404969804	0.0	0.0	0.0	0.02446982055464927	0.003555766267630676	0.002588885053503624	0.0	0.0	0.0	2.7278430944652096E-4	0.0	0.0	0.0	0.0	0.0	0.0014491353492416192	0.008530863445250135	0.0021312872975277064	0.0	0.0	0.0	0.0408997955010225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69338433452143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.564085881587508	0.013681970203709334	0.0	0.0016220600162206006	0.0	0.004299226139294928	0.06222775357809583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012675877804537957	0.006839945280437757	0.0	0.0	0.0	0.0	0.0	0.009906875371507825	0.0	0.0	0.0
ħ	0.0	6.242287174020563E-4	0.0028900063580139866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31639570854999E-4	0.0	0.044439033298837284	5.158051288223312E-4	7.807823439085967E-4	7.566013467503968E-4	0.0010839269123567672	0.0	0.001720611008086871	8.435140796558463E-4	0.0	5.690062306182251E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013106159895150724	0.0	0.0	0.0	0.001800018000180001	0.012481278082875686	0.0	6.199243692269542E-4	0.0	0.0	0.0	0.00764915859255482	0.8700402530189765	0.0017079419299743813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9754257042392642E-4	6.47221263375906E-4	0.0	0.0	0.0	2.7278430944652096E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.093473889464383E-4	0.0	0.0	0.0	0.0	0.0022722108611679163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017006802721088444	0.0	0.001738676866904286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035599857600569613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001981375074301565	0.0	0.0	0.03224265583950321
ŋ	0.0	0.0105878793990118	0.011560025432055946	4.711513997908091E-5	0.0	0.002447381302006853	0.0	6.160670280926569E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0012175077616119803	1.7193504294077706E-4	7.807823439085967E-4	0.004413507856043981	0.004335707649427069	0.0	0.009941308046724143	0.0520167015787772	0.02382573179033355	0.007112577882727815	0.0	0.0	0.0	0.0	2.2490863086870966E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2595295659443693E-4	3.824530538876353E-4	9.000090000900005E-4	6.240639041437845E-4	0.0	0.0	5.187798298402158E-4	0.010869565217391302	0.0	0.0	0.0	0.8925704526046114	0.0026680896478121665	0.0012836970474967909	1.4678468155063349E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.9754257042392642E-4	4.31480842250604E-4	0.0	0.04897159647404506	0.0	0.0038189803322512925	0.0	0.0015850372483753364	0.0017406440382941688	0.0	0.0	0.0014491353492416192	0.0	0.004262574595055413	0.025268477574226147	0.0	0.009057971014492754	0.0022722108611679163	0.0	0.00926927236211958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050505050505050504	0.011301399634877857	0.0	0.0	0.0	4.2135423250326564E-4	0.0	0.0	0.0	7.601094557616296E-4	0.0	0.0048661800486618015	0.0	0.008598452278589856	0.006222775357809582	0.0	0.0	0.0	0.0	0.0	0.05154639175257733	0.019157088122605363	0.0	0.0	0.0	0.0	0.006337938902268978	0.006839945280437757	0.0	0.0	0.03600110772639158	0.0	0.0	0.001981375074301565	0.0026766595289079227	0.0	0.0
œ	0.0	0.0010083694665725524	0.002312005086411189	0.0	0.0	0.002447381302006853	0.0	0.001437489732216199	0.0034904013961605585	0.0	0.0	0.0	0.0032909892713749757	0.0	0.0012175077616119803	0.002579025644111656	5.205215626057311E-4	3.783006733751984E-4	9.290802105915149E-4	0.0	0.0015294320071883298	4.2175703982792317E-4	0.0	0.018208199379783203	0.0	0.0	0.0	0.0	2.2490863086870966E-4	4.726009593799475E-4	0.0	5.822755327821119E-4	0.0	0.003929659102072895	0.0	0.0	0.001370989854675075	0.00587477687145536	0.0022947183233258117	9.000090000900005E-4	0.001872191712431353	0.3633832692562642	0.0018597731076808628	0.0051877982984021576	0.0	0.0	0.46685364609892915	0.0	0.0	0.9159551760939167	0.0	0.0	0.0	0.00914098770777705	0.0	0.0	0.0	0.04893964110929854	0.0013827979929674848	0.006903693476009664	0.0	0.0	0.0	2.7278430944652096E-4	0.0	0.0	0.0034812880765883376	0.0	0.0	0.002415225582069365	0.010358905612089452	0.0	0.0031585596967782683	0.0	0.009057971014492754	0.006816632583503749	0.0	0.0	0.0	0.0	0.7816411682892906	0.0	0.0	0.0	0.0	0.0	0.004346692167260714	0.0	0.0	0.0	0.0	0.0	0.0	0.4664931685100846	0.04560656734569778	0.015302218821729148	0.009732360097323603	0.0	0.0	0.06845052893590542	0.0	0.0	0.0	0.005174644243208282	0.0	0.0	0.019157088122605363	0.0	0.0	0.0	0.0035599857600569613	0.0012675877804537957	0.0	0.0	0.0	0.0	0.006482982171799028	0.0	0.001981375074301565	0.0	0.0	0.0
ɐ	0.0	0.014885454030356725	0.0034680076296167836	0.025206599888808287	0.0017433245198593718	0.004894762604013706	0.0	0.0034910464925250553	0.006980802792321117	0.0	0.0	0.007281553398058252	0.01724478378200487	0.0	0.009740062092895843	0.011089810269680122	0.002862868594331521	0.0032786058359183857	0.003871167544131312	0.0	0.003441222016173742	0.0032334706386807446	0.0068073519400953	0.03470938006771173	0.0011846235858555953	0.0	0.004119181655911023	0.0	0.012369974697779031	0.004962310073489448	0.0	0.0028143317417802078	0.001947419668938656	0.0019648295510364473	0.004639294827186269	0.0	0.0	0.008360259393994167	0.005354342754426894	0.001800018000180001	0.01560159760359461	0.011931592204693095	0.002479697476907817	0.03008923013073251	0.0	0.003566333808844506	0.03059663437021928	0.005750431282346174	0.005977796754910333	0.016008537886873002	0.9261232349165597	0.0661998913793357	0.022268797484935817	0.05340261239806592	0.006399317406143345	0.004627487274409997	0.0	0.008156606851549756	0.028446130141045408	0.03646013117017603	0.07352941176470588	0.00979431929480901	0.0	0.004910117570037377	0.0	0.006340148993501346	0.012184508268059183	0.02695417789757413	0.006097560975609755	0.013525263259588442	0.010358905612089452	0.0	0.009475679090334805	0.0	0.009057971014492754	0.022722108611679163	0.0	0.0030897574540398602	0.0	0.0	0.01390820584144645	0.0	0.008116883116883116	0.0	0.0	0.0	0.006954707467617144	0.00811688311688312	0.011385984887692786	0.0035236081747709643	0.005898959255045718	0.0	0.0	0.006506180871828237	0.037245363332319856	0.0	0.019464720194647206	0.0	0.01719690455717971	0.018668326073428748	0.0	0.0	0.0	0.005174644243208282	0.0	0.0	0.05747126436781609	0.0	0.0044846401076313646	0.007158562151659253	0.02135991456034177	0.0038027633413613877	0.0	0.003774297037176826	0.0	0.004153973968429798	0.0	0.0	0.005944125222904695	0.0053533190578158455	0.0	0.004776689754000476
ɑ	0.0	0.05152287798249279	0.041038090283798616	0.08622070616171806	0.009297730772583316	0.022026431718061682	0.05042016806722688	0.013553474618038448	0.02094240837696335	0.041450777202072527	0.02812939521800282	0.014563106796116504	0.04962811821233463	0.007113098262371712	0.041395263894807334	0.036106359017563185	0.0067667803138745045	0.012231721772464748	0.009135955404149897	0.05633802816901409	0.02045615309614391	0.01194978279512449	0.0068073519400953	0.3853310193746621	3.948745286185318E-4	0.0	0.004576868506567803	0.019398642095053344	0.005397807140849031	0.012760225903258584	0.05952380952380952	0.009898684057295902	0.0175267770204479	0.01277139208173691	0.020876826722338204	0.026212319790301447	0.008225939128050452	0.022595295659443692	0.011856044670516694	0.010800108001080007	0.01872191712431353	0.04772636881877238	0.010538714276858221	0.4884830877775472	0.010869565217391302	0.005943889681407509	0.03569607343192249	0.011500862564692347	0.011955593509820665	0.05069370330843117	0.039794608472400524	0.9129126484360092	0.633350799056851	0.07048182627312304	0.0234641638225256	0.023137436372049985	0.0	0.3605220228384992	0.29236300422741107	0.31267259233690015	0.07352941176470588	0.029382957884427033	0.2967032967032967	0.006546823426716503	0.0	0.011095260738627355	0.04873803307223673	0.0	0.006097560975609755	0.08549898560525553	0.08713667661934069	0.004262574595055413	0.01895135818066961	0.056232427366447985	0.018115942028985508	0.081799591002045	0.0	0.01853854472423916	0.0	0.0	0.0278164116828929	0.0	0.02435064935064935	0.0	0.017006802721088444	0.025252525252525252	0.008693384334521428	0.0	0.0041403581409791956	0.014094432699083857	0.0134833354401045	0.01737619461337967	0.0	0.09108653220559532	0.4599422316813621	0.020402958428972193	0.035685320356853206	0.0	0.01719690455717971	0.09334163036714375	0.0	0.0	0.009584664536741207	0.002587322121604141	0.0	0.309278350515464	0.07662835249042145	0.0	0.0	0.014828450171294168	0.04983980064079745	0.010140702243630366	0.0	0.001887148518588413	0.008912655971479501	0.015231237884242594	0.09724473257698542	0.0	0.01585100059441252	0.0053533190578158455	0.025929127052722555	0.02268927633150226
ɒ	0.0	0.007634797389763612	0.0011560025432055946	1.8846055991632364E-4	2.905540866432286E-4	0.002447381302006853	0.0	0.0022589124363397418	0.0	0.0	0.0	0.0024271844660194177	0.004739024550779965	0.0	0.003652523284835941	0.002149188036759713	0.003123129375634387	0.0016393029179591929	0.002632393930009292	0.0	9.558950044927061E-4	0.0018276138392543338	0.00340367597004765	0.01763919314916498	0.0	0.0	0.0	0.0	0.0010120888389091934	7.089014390699213E-4	0.0	0.0010675051434338718	0.007789678675754624	0.00785931820414579	0.004639294827186269	0.0	0.0	0.00519691800167205	0.0030596244311010823	0.005400054000540003	6.240639041437845E-4	0.003977197401564365	0.002479697476907817	0.014007055405685824	0.0	0.0	0.0	0.005750431282346174	8.539709649871906E-4	0.005336179295624333	0.0	4.4035404465190035E-4	0.802855645795127	0.01154651078877101	0.0021331058020477816	0.004627487274409997	0.0	0.008156606851549756	0.005531191971869939	0.007335174318260267	0.0	0.0	0.0	0.0	0.0	0.0015850372483753364	0.005221932114882507	0.0	0.0	0.007245676746208095	0.0030467369447321918	0.0021312872975277064	0.0031585596967782683	0.0	0.0	0.013633265167007498	0.0	0.0	0.0	0.0	0.01390820584144645	0.0	0.0	0.0	0.0	0.0	0.006954707467617144	0.0	0.0	0.0	8.427084650065313E-4	0.0	0.0	0.013012361743656473	0.013681970203709334	0.002550369803621524	0.0032441200324412013	0.0	0.0	0.0	0.0	0.0	0.0015974440894568676	0.002587322121604141	0.0	0.0	0.0	0.0	0.0	2.556629339878305E-4	0.0071199715201139225	0.0	0.0	0.0	0.008912655971479501	0.0013846579894765995	0.009724473257698542	0.0	0.0	0.0	0.0	0.002388344877000238
ɔ	0.0	0.022016066686834063	0.006936015259233567	0.007726882956569269	5.811081732864572E-4	0.0	0.0	0.0012321340561853137	0.013961605584642234	0.020725388601036263	0.0	0.012135922330097087	0.01461199236490489	0.0060969413677471815	0.012175077616119804	0.016161894036433044	0.002862868594331521	0.003530806284835185	0.0037163208423660597	0.0	0.009558950044927062	0.002811713598852822	0.0	0.7429514353182166	9.871863215463294E-4	0.0	4.576868506567804E-4	0.0	4.498172617374193E-4	0.0	0.05952380952380952	0.0024261480532587996	0.00973709834469328	0.0029472443265546717	0.004639294827186269	0.013106159895150724	0.002056484782012613	0.06936755767449214	0.011856044670516694	0.041400414004140025	0.014353469795307041	0.033143311679703046	0.009298865538404314	0.02075119319360863	0.010869565217391302	0.0023775558725630036	0.058643549209586955	0.0	0.011101622544833477	0.06670224119530417	0.05840821566110399	0.0051374638542721705	0.018339009693476554	0.9195833634023719	0.006399317406143345	0.004627487274409997	0.0	0.032626427406199025	0.08830152897949511	0.052209181912323085	0.07352941176470588	0.01958863858961802	0.0	2.7278430944652096E-4	0.0	0.0	0.22819843342036555	0.05390835579514826	0.006097560975609755	0.02125398512221041	0.037170190725732744	0.01918158567774936	0.006317119393556537	0.0	0.009057971014492754	0.011361054305839582	0.0	0.0015448787270199301	0.0	0.0	0.5730180806675937	0.0	0.0	0.0	0.017006802721088444	0.0	0.009562722767973571	0.0	0.0	0.0035236081747709643	8.427084650065313E-4	0.004344048653344918	0.0	0.6486662329212751	0.4036941319550015	0.017852588625350673	0.45401459854014603	0.0	0.004299226139294928	0.44866210329807094	0.0	0.0	0.0015974440894568676	0.002587322121604141	0.0	0.0	0.05747126436781609	0.0	0.0014948800358771212	2.556629339878305E-4	0.03915984336062658	0.006337938902268978	0.0	0.003774297037176826	0.0	0.0013846579894765995	0.006482982171799028	0.0	0.06340400237765008	0.0026766595289079227	0.0	0.01433006926200143
ɕ	0.0	0.001968721339498793	0.004046008901219582	4.711513997908091E-5	0.0	0.002447381302006853	0.016806722689075626	0.0	0.006980802792321117	0.0	0.02812939521800282	0.0	3.949187125649971E-4	0.007113098262371712	0.003652523284835941	6.017726502927196E-4	0.005465476407360176	0.003530806284835185	0.002632393930009292	0.0	0.0038235800179708245	0.002811713598852822	0.0	0.0011380124612364502	1.974372643092659E-4	0.0	4.576868506567804E-4	0.0	0.0	0.00189040383751979	0.5773809523809524	9.704592213035199E-5	0.0	0.0	0.048712595685455815	0.0	6.854949273375375E-4	3.3892943489165537E-4	0.002677171377213447	0.0027000270002700017	0.007488766849725412	0.00795439480312873	0.008059016799950407	0.0015563394895206472	0.010869565217391302	0.0	0.002549719530851607	0.0	0.0034158838599487626	0.0	0.0	2.9356936310126697E-4	0.0	0.0	0.7540529010238908	0.0	0.0	0.016313213703099513	3.9508514084785285E-4	0.001510182947877114	0.0	0.00979431929480901	0.0	0.0	0.0	0.0	0.0	0.0	0.01219512195121951	0.001932180465655492	0.0024373895557857532	0.004262574595055413	0.0031585596967782683	0.0	0.0	0.009088843444671665	0.0	0.0	0.0	0.0	0.0	0.0	0.008116883116883116	0.0	0.03401360544217689	0.0	0.007824045901069285	0.0	0.0	0.0035236081747709643	0.008427084650065312	0.0	0.008250825082508248	0.0	7.601094557616296E-4	0.007651109410864574	0.0016220600162206006	0.0	0.01289767841788478	0.0	0.0	0.0	0.0	0.0	0.010080645161290326	0.0	0.019157088122605363	0.0	0.0	5.11325867975661E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00396275014860313	0.0	0.0	0.004776689754000476
ɖ	0.0	8.162990919873042E-4	5.780012716027973E-4	0.0	0.0	0.0	0.0	0.0	0.006980802792321117	0.0	0.0	0.0	0.0	0.0	0.0012175077616119803	3.438700858815541E-4	0.0010410431252114623	0.0012610022445839946	0.0010839269123567672	0.0	0.0013382530062897883	9.840997595984874E-4	0.0136147038801906	0.0011380124612364502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005842259006815967	0.0	0.0	0.0	0.0	0.0	7.649061077752706E-4	0.0	6.240639041437845E-4	0.0	0.0012398487384539085	0.0	0.0	0.0	0.0	0.005750431282346174	0.004269854824935953	0.0	0.0	0.0	0.0	0.0	0.0	0.9079130032392411	0.0	0.0	0.0	2.15740421125302E-4	0.0	0.0	0.0	8.183529283395628E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031585596967782683	0.01874414245548266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008116883116883116	0.0	0.06802721088435378	0.07575757575757575	0.001738676866904286	0.0	0.0	0.0	0.0	0.2541268462206777	0.0	0.0	0.0	0.002550369803621524	0.0032441200324412013	0.0	0.004299226139294928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001194172438500119
ɖ͡ʐ	0.0	2.4008796823156012E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ɘ	0.0	0.0014165190125662046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.087538808059902E-4	0.005072083766752924	2.6026078130286556E-4	7.566013467503968E-4	7.742335088262624E-4	0.0	7.647160035941649E-4	4.2175703982792317E-4	0.0	2.8450311530911254E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023196474135931343	0.0	0.0	0.0	0.0	0.0	6.240639041437845E-4	0.01590878960625746	6.199243692269542E-4	0.0	0.0	0.0	0.0	0.0	8.539709649871906E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7781402936378466	0.0011852554225435584	0.0043148084225060395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024373895557857532	0.0021312872975277064	0.0	0.0	0.0	0.02044989775051125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69338433452143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.006506180871828237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012675877804537957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
